isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
0	MSTRG.55080	MSTRG.55080.1	g19968	g19968.t1	sense	intergenic	6468	same_strand	downstream
1	MSTRG.54744	MSTRG.54744.2	g19861	g19861.t1	antisense	intergenic	2851	divergent	upstream
1	MSTRG.61652	MSTRG.61652.1	g22068	g22068.t2	sense	intergenic	2439	same_strand	upstream
0	MSTRG.61652	MSTRG.61652.1	g22068	g22068.t1	sense	intergenic	2439	same_strand	upstream
1	MSTRG.41603	MSTRG.41603.2	g15064	g15064.t1	sense	genic	0	containing	intronic
0	MSTRG.41603	MSTRG.41603.2	g15063	g15063.t1	sense	intergenic	2558	same_strand	upstream
0	MSTRG.41603	MSTRG.41603.2	g15062	g15062.t1	sense	intergenic	3505	same_strand	upstream
1	MSTRG.36995	MSTRG.36995.21	g13279	g13279.t1	antisense	genic	0	nested	exonic
0	MSTRG.36995	MSTRG.36995.21	g13279	g13279.t2	antisense	genic	0	nested	exonic
1	MSTRG.37690	MSTRG.37690.1	g13761	g13761.t1	antisense	intergenic	26147	convergent	downstream
0	MSTRG.37690	MSTRG.37690.1	g13760	g13760.t2	antisense	intergenic	29688	convergent	downstream
0	MSTRG.37690	MSTRG.37690.1	g13760	g13760.t1	antisense	intergenic	29688	convergent	downstream
1	MSTRG.18465	MSTRG.18465.1	g7109	g7109.t1	antisense	intergenic	61118	convergent	downstream
1	MSTRG.49331	MSTRG.49331.1	g17919	g17919.t1	sense	intergenic	19475	same_strand	upstream
1	MSTRG.57113	MSTRG.57113.1	g20461	g20461.t1	sense	intergenic	10338	same_strand	upstream
0	MSTRG.57113	MSTRG.57113.1	g20460	g20460.t1	antisense	intergenic	16158	divergent	upstream
0	MSTRG.57113	MSTRG.57113.1	g20462	g20462.t1	antisense	intergenic	17116	convergent	downstream
1	MSTRG.10528	MSTRG.10528.1	g3640	g3640.t1	antisense	intergenic	21244	convergent	downstream
0	MSTRG.10528	MSTRG.10528.1	g3640	g3640.t2	antisense	intergenic	22271	convergent	downstream
1	MSTRG.5232	MSTRG.5232.2	g1906	g1906.t1	sense	intergenic	2378	same_strand	downstream
0	MSTRG.5232	MSTRG.5232.2	g1905	g1905.t1	antisense	intergenic	5379	convergent	downstream
1	MSTRG.2005	MSTRG.2005.2	g712	g712.t1	sense	intergenic	1277	same_strand	downstream
1	MSTRG.23997	MSTRG.23997.4	g8891	g8891.t1	sense	intergenic	134	same_strand	upstream
0	MSTRG.23997	MSTRG.23997.4	g8892	g8892.t1	sense	intergenic	6988	same_strand	downstream
1	MSTRG.61219	MSTRG.61219.1	g21926	g21926.t1	antisense	intergenic	6563	convergent	downstream
1	MSTRG.27402	MSTRG.27402.1	g10138	g10138.t1	antisense	intergenic	4862	convergent	downstream
1	MSTRG.10056	MSTRG.10056.2	g3493	g3493.t2	antisense	intergenic	906	divergent	upstream
0	MSTRG.10056	MSTRG.10056.2	g3494	g3494.t1	sense	intergenic	1922	same_strand	upstream
0	MSTRG.10056	MSTRG.10056.2	g3493	g3493.t1	antisense	intergenic	906	divergent	upstream
0	MSTRG.10056	MSTRG.10056.2	g3491	g3491.t1	sense	intergenic	8496	same_strand	downstream
0	MSTRG.10056	MSTRG.10056.2	g3492	g3492.t1	sense	intergenic	6203	same_strand	downstream
1	MSTRG.25613	MSTRG.25613.1	g9524	g9524.t1	antisense	intergenic	459	convergent	downstream
0	MSTRG.25613	MSTRG.25613.1	g9525	g9525.t1	antisense	intergenic	8135	divergent	upstream
0	MSTRG.25613	MSTRG.25613.1	g9523	g9523.t1	sense	intergenic	7612	same_strand	upstream
1	MSTRG.66513	MSTRG.66513.1	g23966	g23966.t1	antisense	genic	0	nested	intronic
0	MSTRG.66513	MSTRG.66513.1	g23967	g23967.t2	antisense	intergenic	1732	convergent	downstream
0	MSTRG.66513	MSTRG.66513.1	g23967	g23967.t1	antisense	intergenic	1732	convergent	downstream
1	MSTRG.24002	MSTRG.24002.1	g8894	g8894.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.24002	MSTRG.24002.1	g8893	g8893.t1	antisense	intergenic	183	divergent	upstream
1	MSTRG.51822	MSTRG.51822.1	g18695	g18695.t1	sense	intergenic	62554	same_strand	downstream
1	MSTRG.27838	MSTRG.27838.1	g10323	g10323.t1	sense	intergenic	2154	same_strand	upstream
0	MSTRG.27838	MSTRG.27838.1	g10324	g10324.t1	sense	intergenic	2879	same_strand	upstream
0	MSTRG.27838	MSTRG.27838.1	g10322	g10322.t1	antisense	intergenic	5878	divergent	upstream
1	MSTRG.45850	MSTRG.45850.1	g16597	g16597.t1	sense	genic	0	containing	intronic
1	MSTRG.34971	MSTRG.34971.1	g12832	g12832.t2	antisense	intergenic	22	divergent	upstream
0	MSTRG.34971	MSTRG.34971.1	g12831	g12831.t1	antisense	intergenic	926	convergent	downstream
0	MSTRG.34971	MSTRG.34971.1	g12832	g12832.t1	antisense	intergenic	22	divergent	upstream
0	MSTRG.34971	MSTRG.34971.1	g12830	g12830.t1	sense	intergenic	7304	same_strand	upstream
0	MSTRG.34971	MSTRG.34971.1	g12833	g12833.t1	sense	intergenic	8672	same_strand	downstream
1	MSTRG.24258	MSTRG.24258.3	g8977	g8977.t1	antisense	intergenic	17504	divergent	upstream
1	MSTRG.23396	MSTRG.23396.1	g8648	g8648.t1	antisense	intergenic	3079	divergent	upstream
0	MSTRG.23396	MSTRG.23396.1	g8649	g8649.t1	sense	intergenic	7515	same_strand	upstream
0	MSTRG.23396	MSTRG.23396.1	g8649	g8649.t2	sense	intergenic	7757	same_strand	upstream
1	MSTRG.51720	MSTRG.51720.1	g18669	g18669.t1	sense	intergenic	6746	same_strand	upstream
1	MSTRG.48212	MSTRG.48212.1	g17472	g17472.t1	antisense	intergenic	6654	divergent	upstream
1	MSTRG.12002	MSTRG.12002.1	g4217	g4217.t3	antisense	genic	0	nested	intronic
0	MSTRG.12002	MSTRG.12002.1	g4217	g4217.t2	antisense	genic	0	nested	intronic
0	MSTRG.12002	MSTRG.12002.1	g4217	g4217.t1	antisense	genic	0	nested	intronic
0	MSTRG.12002	MSTRG.12002.1	g4218	g4218.t1	sense	intergenic	5212	same_strand	downstream
0	MSTRG.12002	MSTRG.12002.1	g4217	g4217.t4	antisense	genic	0	nested	intronic
1	MSTRG.55317	MSTRG.55317.2	g20029	g20029.t1	sense	intergenic	24692	same_strand	downstream
1	MSTRG.10339	MSTRG.10339.1	g3600	g3600.t1	antisense	intergenic	11714	convergent	downstream
0	MSTRG.10339	MSTRG.10339.1	g3600	g3600.t2	antisense	intergenic	11714	convergent	downstream
1	MSTRG.12651	MSTRG.12651.1	g4525	g4525.t1	sense	intergenic	1329	same_strand	downstream
0	MSTRG.12651	MSTRG.12651.1	g4526	g4526.t1	antisense	intergenic	4229	divergent	upstream
0	MSTRG.12651	MSTRG.12651.1	g4524	g4524.t1	sense	intergenic	5507	same_strand	upstream
1	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t6	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t3	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t2	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t4	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t1	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t9	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t5	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t10	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21871	g21871.t1	antisense	intergenic	6770	convergent	downstream
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t8	antisense	genic	0	nested	intronic
0	MSTRG.61118	MSTRG.61118.1	g21870	g21870.t7	antisense	genic	0	nested	intronic
1	MSTRG.13176	MSTRG.13176.1	g4796	g4796.t1	sense	intergenic	10621	same_strand	downstream
0	MSTRG.13176	MSTRG.13176.1	g4797	g4797.t1	sense	intergenic	15327	same_strand	upstream
1	MSTRG.61196	MSTRG.61196.1	g21919	g21919.t1	antisense	intergenic	2858	convergent	downstream
1	MSTRG.58166	MSTRG.58166.3	g20809	g20809.t2	antisense	intergenic	14256	convergent	downstream
0	MSTRG.58166	MSTRG.58166.3	g20808	g20808.t1	antisense	intergenic	18198	divergent	upstream
0	MSTRG.58166	MSTRG.58166.3	g20809	g20809.t1	antisense	intergenic	14256	convergent	downstream
1	MSTRG.45901	MSTRG.45901.39	g16619	g16619.t2	sense	intergenic	7525	same_strand	downstream
0	MSTRG.45901	MSTRG.45901.39	g16619	g16619.t1	sense	intergenic	7525	same_strand	downstream
1	MSTRG.6949	MSTRG.6949.1	g2471	g2471.t1	sense	intergenic	2747	same_strand	downstream
0	MSTRG.6949	MSTRG.6949.1	g2472	g2472.t1	antisense	intergenic	4720	convergent	downstream
1	MSTRG.33600	MSTRG.33600.1	g12397	g12397.t2	antisense	intergenic	2060	divergent	upstream
0	MSTRG.33600	MSTRG.33600.1	g12398	g12398.t1	sense	intergenic	2688	same_strand	downstream
0	MSTRG.33600	MSTRG.33600.1	g12397	g12397.t1	antisense	intergenic	2105	divergent	upstream
0	MSTRG.33600	MSTRG.33600.1	g12396	g12396.t1	antisense	intergenic	2168	convergent	downstream
1	MSTRG.67047	MSTRG.67047.1	g24230	g24230.t1	antisense	genic	0	nested	exonic
0	MSTRG.67047	MSTRG.67047.1	g24228	g24228.t1	antisense	intergenic	8723	divergent	upstream
0	MSTRG.67047	MSTRG.67047.1	g24232	g24232.t1	antisense	intergenic	3968	convergent	downstream
0	MSTRG.67047	MSTRG.67047.1	g24231	g24231.t1	antisense	intergenic	1856	convergent	downstream
0	MSTRG.67047	MSTRG.67047.1	g24229	g24229.t1	antisense	intergenic	5587	divergent	upstream
1	MSTRG.37974	MSTRG.37974.1	g13839	g13839.t1	antisense	intergenic	39961	divergent	upstream
1	MSTRG.11771	MSTRG.11771.1	g4133	g4133.t1	antisense	intergenic	7599	divergent	upstream
0	MSTRG.11771	MSTRG.11771.1	g4133	g4133.t2	antisense	intergenic	8088	divergent	upstream
1	MSTRG.4938	MSTRG.4938.1	g1775	g1775.t1	antisense	intergenic	7265	divergent	upstream
0	MSTRG.4938	MSTRG.4938.1	g1774	g1774.t1	antisense	intergenic	7391	convergent	downstream
1	MSTRG.65506	MSTRG.65506.2	g23537	g23537.t1	antisense	genic	0	overlapping	exonic
1	MSTRG.739	MSTRG.739.5	g286	g286.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.739	MSTRG.739.5	g285	g285.t1	antisense	intergenic	469	divergent	upstream
0	MSTRG.739	MSTRG.739.5	g284	g284.t1	antisense	intergenic	6293	divergent	upstream
1	MSTRG.44506	MSTRG.44506.2	g16053	g16053.t1	antisense	intergenic	130	convergent	downstream
0	MSTRG.44506	MSTRG.44506.2	g16055	g16055.t1	antisense	intergenic	7247	divergent	upstream
0	MSTRG.44506	MSTRG.44506.2	g16053	g16053.t2	antisense	intergenic	239	convergent	downstream
0	MSTRG.44506	MSTRG.44506.2	g16054	g16054.t1	sense	intergenic	4254	same_strand	downstream
1	MSTRG.11661	MSTRG.11661.14	g4098	g4098.t1	antisense	intergenic	10377	convergent	downstream
1	MSTRG.60351	MSTRG.60351.2	g21599	g21599.t1	antisense	intergenic	3985	divergent	upstream
1	MSTRG.22434	MSTRG.22434.4	g8285	g8285.t1	sense	intergenic	57584	same_strand	upstream
1	MSTRG.5801	MSTRG.5801.1	g2103	g2103.t1	sense	intergenic	1933	same_strand	upstream
0	MSTRG.5801	MSTRG.5801.1	g2102	g2102.t1	sense	intergenic	6873	same_strand	upstream
1	MSTRG.8641	MSTRG.8641.1	g3086	g3086.t1	antisense	intergenic	1992	convergent	downstream
0	MSTRG.8641	MSTRG.8641.1	g3085	g3085.t1	antisense	intergenic	7301	divergent	upstream
0	MSTRG.8641	MSTRG.8641.1	g3087	g3087.t1	antisense	intergenic	3158	convergent	downstream
1	MSTRG.4401	MSTRG.4401.2	g1615	g1615.t2	antisense	intergenic	3335	divergent	upstream
0	MSTRG.4401	MSTRG.4401.2	g1614	g1614.t1	sense	intergenic	8074	same_strand	downstream
0	MSTRG.4401	MSTRG.4401.2	g1615	g1615.t1	antisense	intergenic	3368	divergent	upstream
1	MSTRG.19895	MSTRG.19895.1	g7606	g7606.t1	sense	intergenic	5120	same_strand	downstream
1	MSTRG.18620	MSTRG.18620.7	g7168	g7168.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.18620	MSTRG.18620.7	g7167	g7167.t1	antisense	intergenic	7825	convergent	downstream
0	MSTRG.18620	MSTRG.18620.7	g7168	g7168.t2	antisense	genic	0	nested	intronic
1	MSTRG.7884	MSTRG.7884.1	g2799	g2799.t1	sense	intergenic	19959	same_strand	downstream
1	MSTRG.47597	MSTRG.47597.1	g17279	g17279.t1	antisense	genic	0	nested	intronic
1	MSTRG.8367	MSTRG.8367.1	g2965	g2965.t1	sense	intergenic	16526	same_strand	upstream
1	MSTRG.18923	MSTRG.18923.1	g7308	g7308.t1	antisense	genic	0	containing	intronic
0	MSTRG.18923	MSTRG.18923.1	g7309	g7309.t1	antisense	intergenic	8038	convergent	downstream
1	MSTRG.40930	MSTRG.40930.1	g14851	g14851.t1	antisense	intergenic	5489	divergent	upstream
1	MSTRG.62232	MSTRG.62232.5	g22234	g22234.t1	antisense	intergenic	1954	convergent	downstream
0	MSTRG.62232	MSTRG.62232.5	g22233	g22233.t1	antisense	intergenic	1954	convergent	downstream
1	MSTRG.28428	MSTRG.28428.1	g10542	g10542.t1	sense	intergenic	6169	same_strand	upstream
1	MSTRG.65667	MSTRG.65667.1	g23592	g23592.t1	antisense	genic	0	nested	intronic
0	MSTRG.65667	MSTRG.65667.1	g23593	g23593.t2	antisense	intergenic	4588	divergent	upstream
0	MSTRG.65667	MSTRG.65667.1	g23594	g23594.t1	antisense	intergenic	5077	divergent	upstream
1	MSTRG.10478	MSTRG.10478.1	g3581	g3581.t1	antisense	intergenic	21474	divergent	upstream
0	MSTRG.10478	MSTRG.10478.1	g3580	g3580.t2	sense	intergenic	22500	same_strand	upstream
0	MSTRG.10478	MSTRG.10478.1	g3579	g3579.t1	sense	intergenic	28537	same_strand	upstream
0	MSTRG.10478	MSTRG.10478.1	g3580	g3580.t1	sense	intergenic	22512	same_strand	upstream
1	MSTRG.43704	MSTRG.43704.1	g15703	g15703.t1	sense	intergenic	14779	same_strand	downstream
0	MSTRG.43704	MSTRG.43704.1	g15704	g15704.t1	sense	intergenic	19585	same_strand	downstream
0	MSTRG.43704	MSTRG.43704.1	g15704	g15704.t2	sense	intergenic	19585	same_strand	downstream
1	MSTRG.22497	MSTRG.22497.1	g8295	g8295.t1	antisense	intergenic	21268	convergent	downstream
0	MSTRG.22497	MSTRG.22497.1	g8294	g8294.t1	antisense	intergenic	25223	divergent	upstream
1	MSTRG.50865	MSTRG.50865.3	g18451	g18451.t1	antisense	intergenic	14090	divergent	upstream
1	MSTRG.12162	MSTRG.12162.1	g4301	g4301.t1	antisense	genic	0	containing	intronic
1	MSTRG.51243	MSTRG.51243.1	g18542	g18542.t1	antisense	intergenic	22015	convergent	downstream
1	MSTRG.48033	MSTRG.48033.1	g17427	g17427.t1	antisense	genic	0	containing	intronic
0	MSTRG.48033	MSTRG.48033.1	g17428	g17428.t1	sense	intergenic	7173	same_strand	downstream
0	MSTRG.48033	MSTRG.48033.1	g17426	g17426.t1	sense	intergenic	1416	same_strand	upstream
1	MSTRG.55769	MSTRG.55769.1	g20142	g20142.t1	sense	intergenic	65120	same_strand	upstream
1	MSTRG.47937	MSTRG.47937.1	g17409	g17409.t2	antisense	intergenic	410	convergent	downstream
0	MSTRG.47937	MSTRG.47937.1	g17410	g17410.t1	sense	intergenic	5545	same_strand	downstream
0	MSTRG.47937	MSTRG.47937.1	g17409	g17409.t1	antisense	intergenic	410	convergent	downstream
1	MSTRG.65506	MSTRG.65506.3	g23537	g23537.t1	antisense	genic	0	overlapping	exonic
1	MSTRG.52121	MSTRG.52121.1	g18760	g18760.t1	antisense	intergenic	15106	divergent	upstream
0	MSTRG.52121	MSTRG.52121.1	g18759	g18759.t1	sense	intergenic	15625	same_strand	downstream
0	MSTRG.52121	MSTRG.52121.1	g18759	g18759.t2	sense	intergenic	15625	same_strand	downstream
1	MSTRG.55051	MSTRG.55051.1	g19964	g19964.t1	sense	intergenic	68582	same_strand	upstream
1	MSTRG.16094	MSTRG.16094.1	g6157	g6157.t1	antisense	intergenic	25385	convergent	downstream
0	MSTRG.16094	MSTRG.16094.1	g6156	g6156.t1	sense	intergenic	26638	same_strand	downstream
1	MSTRG.50033	MSTRG.50033.1	g18166	g18166.t2	sense	intergenic	23077	same_strand	downstream
0	MSTRG.50033	MSTRG.50033.1	g18166	g18166.t1	sense	intergenic	23077	same_strand	downstream
1	MSTRG.33488	MSTRG.33488.1	g12341	g12341.t1	antisense	intergenic	25329	convergent	downstream
0	MSTRG.33488	MSTRG.33488.1	g12342	g12342.t1	sense	intergenic	28544	same_strand	downstream
0	MSTRG.33488	MSTRG.33488.1	g12341	g12341.t2	antisense	intergenic	25329	convergent	downstream
1	MSTRG.47204	MSTRG.47204.1	g17113	g17113.t1	sense	intergenic	10173	same_strand	upstream
1	MSTRG.4891	MSTRG.4891.1	g1749	g1749.t1	antisense	intergenic	5959	convergent	downstream
0	MSTRG.4891	MSTRG.4891.1	g1751	g1751.t1	sense	intergenic	8204	same_strand	downstream
0	MSTRG.4891	MSTRG.4891.1	g1750	g1750.t1	antisense	intergenic	6109	divergent	upstream
1	MSTRG.21991	MSTRG.21991.2	g8164	g8164.t1	sense	intergenic	6169	same_strand	downstream
1	MSTRG.62733	MSTRG.62733.1	g22414	g22414.t1	sense	genic	0	nested	intronic
1	MSTRG.45657	MSTRG.45657.1	g16545	g16545.t1	antisense	intergenic	98	convergent	downstream
0	MSTRG.45657	MSTRG.45657.1	g16546	g16546.t1	sense	intergenic	9638	same_strand	upstream
0	MSTRG.45657	MSTRG.45657.1	g16544	g16544.t1	antisense	intergenic	98	convergent	downstream
1	MSTRG.35800	MSTRG.35800.7	g13092	g13092.t1	sense	intergenic	10098	same_strand	downstream
0	MSTRG.35800	MSTRG.35800.7	g13093	g13093.t1	sense	intergenic	16887	same_strand	upstream
0	MSTRG.35800	MSTRG.35800.7	g13093	g13093.t2	sense	intergenic	16887	same_strand	upstream
1	MSTRG.51051	MSTRG.51051.1	g18502	g18502.t1	sense	intergenic	20235	same_strand	upstream
0	MSTRG.51051	MSTRG.51051.1	g18502	g18502.t2	sense	intergenic	20238	same_strand	upstream
1	MSTRG.44672	MSTRG.44672.3	g16145	g16145.t1	antisense	intergenic	6460	convergent	downstream
1	MSTRG.9747	MSTRG.9747.1	g3432	g3432.t1	sense	intergenic	34998	same_strand	downstream
0	MSTRG.9747	MSTRG.9747.1	g3432	g3432.t2	sense	intergenic	34998	same_strand	downstream
1	MSTRG.4195	MSTRG.4195.5	g1543	g1543.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.4195	MSTRG.4195.5	g1544	g1544.t1	antisense	intergenic	398	divergent	upstream
0	MSTRG.4195	MSTRG.4195.5	g1544	g1544.t2	antisense	intergenic	416	divergent	upstream
1	MSTRG.35442	MSTRG.35442.1	g12982	g12982.t1	sense	intergenic	13096	same_strand	upstream
1	MSTRG.4041	MSTRG.4041.1	g1491	g1491.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.4041	MSTRG.4041.1	g1489	g1489.t1	antisense	intergenic	9931	divergent	upstream
0	MSTRG.4041	MSTRG.4041.1	g1490	g1490.t1	sense	intergenic	1190	same_strand	downstream
1	MSTRG.49001	MSTRG.49001.1	g17761	g17761.t1	antisense	intergenic	178	convergent	downstream
0	MSTRG.49001	MSTRG.49001.1	g17764	g17764.t2	antisense	intergenic	7247	divergent	upstream
0	MSTRG.49001	MSTRG.49001.1	g17763	g17763.t2	sense	intergenic	3058	same_strand	downstream
0	MSTRG.49001	MSTRG.49001.1	g17763	g17763.t1	sense	intergenic	3058	same_strand	downstream
0	MSTRG.49001	MSTRG.49001.1	g17762	g17762.t1	sense	intergenic	4391	same_strand	upstream
0	MSTRG.49001	MSTRG.49001.1	g17764	g17764.t1	antisense	intergenic	7247	divergent	upstream
0	MSTRG.49001	MSTRG.49001.1	g17760	g17760.t1	antisense	intergenic	8269	convergent	downstream
1	MSTRG.58259	MSTRG.58259.2	g20849	g20849.t1	sense	intergenic	1508	same_strand	upstream
0	MSTRG.58259	MSTRG.58259.2	g20848	g20848.t1	sense	intergenic	7321	same_strand	downstream
1	MSTRG.4939	MSTRG.4939.2	g1774	g1774.t1	sense	intergenic	7792	same_strand	downstream
0	MSTRG.4939	MSTRG.4939.2	g1775	g1775.t1	sense	intergenic	8474	same_strand	upstream
1	MSTRG.26784	MSTRG.26784.1	g9937	g9937.t1	sense	intergenic	27862	same_strand	upstream
0	MSTRG.26784	MSTRG.26784.1	g9937	g9937.t2	sense	intergenic	27862	same_strand	upstream
1	MSTRG.46486	MSTRG.46486.13	g16829	g16829.t1	antisense	intergenic	83	convergent	downstream
0	MSTRG.46486	MSTRG.46486.13	g16827	g16827.t1	antisense	intergenic	8195	convergent	downstream
0	MSTRG.46486	MSTRG.46486.13	g16830	g16830.t1	antisense	intergenic	1194	divergent	upstream
0	MSTRG.46486	MSTRG.46486.13	g16828	g16828.t1	antisense	intergenic	6483	convergent	downstream
0	MSTRG.46486	MSTRG.46486.13	g16829	g16829.t2	antisense	intergenic	83	convergent	downstream
0	MSTRG.46486	MSTRG.46486.13	g16826	g16826.t1	antisense	intergenic	9275	convergent	downstream
1	MSTRG.461	MSTRG.461.1	g185	g185.t1	sense	intergenic	7193	same_strand	upstream
1	MSTRG.16137	MSTRG.16137.1	g6178	g6178.t1	antisense	genic	0	containing	intronic
1	MSTRG.35692	MSTRG.35692.3	g13050	g13050.t1	sense	intergenic	3763	same_strand	downstream
1	MSTRG.16308	MSTRG.16308.1	g6226	g6226.t1	antisense	intergenic	118	divergent	upstream
1	MSTRG.10225	MSTRG.10225.11	g3537	g3537.t1	antisense	intergenic	19239	divergent	upstream
1	MSTRG.17397	MSTRG.17397.4	g6695	g6695.t1	antisense	intergenic	3912	divergent	upstream
1	MSTRG.12599	MSTRG.12599.1	g4503	g4503.t1	antisense	genic	0	nested	intronic
0	MSTRG.12599	MSTRG.12599.1	g4501	g4501.t1	sense	intergenic	5119	same_strand	downstream
1	MSTRG.8903	MSTRG.8903.3	g3212	g3212.t1	sense	intergenic	12309	same_strand	upstream
0	MSTRG.8903	MSTRG.8903.3	g3213	g3213.t1	antisense	intergenic	16640	convergent	downstream
1	MSTRG.35862	MSTRG.35862.1	g13109	g13109.t1	antisense	intergenic	12369	convergent	downstream
0	MSTRG.35862	MSTRG.35862.1	g13108	g13108.t2	sense	intergenic	13498	same_strand	upstream
0	MSTRG.35862	MSTRG.35862.1	g13108	g13108.t1	sense	intergenic	13399	same_strand	upstream
1	MSTRG.9144	MSTRG.9144.1	g3301	g3301.t1	sense	intergenic	10224	same_strand	downstream
0	MSTRG.9144	MSTRG.9144.1	g3302	g3302.t1	sense	intergenic	17277	same_strand	upstream
1	MSTRG.41814	MSTRG.41814.3	g15112	g15112.t1	antisense	intergenic	6419	divergent	upstream
1	MSTRG.46015	MSTRG.46015.1	g16650	g16650.t1	sense	genic	0	containing	intronic
0	MSTRG.46015	MSTRG.46015.1	g16648	g16648.t1	antisense	intergenic	7783	divergent	upstream
0	MSTRG.46015	MSTRG.46015.1	g16651	g16651.t1	sense	genic	0	containing	intronic
0	MSTRG.46015	MSTRG.46015.1	g16649	g16649.t1	antisense	genic	0	containing	intronic
1	MSTRG.10166	MSTRG.10166.1	g3527	g3527.t1	sense	intergenic	24505	same_strand	downstream
0	MSTRG.10166	MSTRG.10166.1	g3528	g3528.t1	sense	intergenic	28255	same_strand	upstream
1	MSTRG.7842	MSTRG.7842.1	g2780	g2780.t1	sense	genic	0	overlapping	intronic
0	MSTRG.7842	MSTRG.7842.1	g2781	g2781.t1	sense	genic	0	containing	intronic
1	MSTRG.57144	MSTRG.57144.1	g20472	g20472.t1	antisense	intergenic	55003	convergent	downstream
1	MSTRG.10372	MSTRG.10372.1	g3604	g3604.t1	antisense	intergenic	26346	convergent	downstream
1	MSTRG.42468	MSTRG.42468.13	g15263	g15263.t2	sense	genic	0	nested	intronic
0	MSTRG.42468	MSTRG.42468.13	g15263	g15263.t1	sense	intergenic	390	same_strand	downstream
1	MSTRG.48336	MSTRG.48336.1	g17511	g17511.t1	sense	intergenic	2868	same_strand	upstream
1	MSTRG.41330	MSTRG.41330.1	g14985	g14985.t1	antisense	intergenic	3328	convergent	downstream
0	MSTRG.41330	MSTRG.41330.1	g14986	g14986.t2	antisense	intergenic	7795	convergent	downstream
0	MSTRG.41330	MSTRG.41330.1	g14986	g14986.t1	antisense	intergenic	7795	convergent	downstream
1	MSTRG.32181	MSTRG.32181.1	g11812	g11812.t1	antisense	genic	0	nested	exonic
0	MSTRG.32181	MSTRG.32181.1	g11812	g11812.t2	antisense	genic	0	nested	exonic
0	MSTRG.32181	MSTRG.32181.1	g11811	g11811.t1	antisense	intergenic	8340	divergent	upstream
0	MSTRG.32181	MSTRG.32181.1	g11811	g11811.t2	antisense	intergenic	8150	divergent	upstream
1	MSTRG.64782	MSTRG.64782.1	g23227	g23227.t1	sense	genic	0	containing	intronic
1	MSTRG.9794	MSTRG.9794.1	g3439	g3439.t1	antisense	genic	0	nested	exonic
1	MSTRG.22509	MSTRG.22509.2	g8296	g8296.t1	antisense	genic	0	nested	intronic
1	MSTRG.47926	MSTRG.47926.4	g17408	g17408.t1	antisense	intergenic	38352	convergent	downstream
1	MSTRG.15667	MSTRG.15667.1	g5999	g5999.t1	antisense	intergenic	4077	divergent	upstream
0	MSTRG.15667	MSTRG.15667.1	g5998	g5998.t1	antisense	intergenic	7437	convergent	downstream
0	MSTRG.15667	MSTRG.15667.1	g6000	g6000.t1	sense	intergenic	6389	same_strand	downstream
1	MSTRG.57765	MSTRG.57765.1	g20687	g20687.t1	antisense	genic	0	overlapping	exonic
0	MSTRG.57765	MSTRG.57765.1	g20688	g20688.t2	antisense	intergenic	7482	divergent	upstream
0	MSTRG.57765	MSTRG.57765.1	g20686	g20686.t1	antisense	intergenic	6886	convergent	downstream
1	MSTRG.42018	MSTRG.42018.3	g15157	g15157.t1	sense	intergenic	6106	same_strand	upstream
1	MSTRG.34547	MSTRG.34547.1	g12678	g12678.t1	sense	intergenic	27118	same_strand	downstream
1	MSTRG.35322	MSTRG.35322.1	g12944	g12944.t1	antisense	intergenic	2266	convergent	downstream
0	MSTRG.35322	MSTRG.35322.1	g12945	g12945.t1	sense	intergenic	9074	same_strand	upstream
1	MSTRG.27445	MSTRG.27445.1	g10169	g10169.t1	sense	intergenic	17582	same_strand	upstream
1	MSTRG.15484	MSTRG.15484.3	g5920	g5920.t1	antisense	intergenic	7447	convergent	downstream
1	MSTRG.66537	MSTRG.66537.13	g23978	g23978.t1	sense	intergenic	1193	same_strand	upstream
0	MSTRG.66537	MSTRG.66537.13	g23979	g23979.t1	antisense	intergenic	9767	convergent	downstream
1	MSTRG.40186	MSTRG.40186.1	g14615	g14615.t1	antisense	intergenic	3	convergent	downstream
0	MSTRG.40186	MSTRG.40186.1	g14616	g14616.t1	antisense	intergenic	3384	convergent	downstream
1	MSTRG.15017	MSTRG.15017.2	g5719	g5719.t1	antisense	intergenic	6	convergent	downstream
