qry_id	len
MSTRG.15823.1	1169
MSTRG.15479.1	801
MSTRG.16282.2	829
MSTRG.16618.1	269
MSTRG.16517.1	450
MSTRG.16439.8	644
MSTRG.15036.1	584
MSTRG.16738.1	584
MSTRG.15073.3	365
MSTRG.16815.1	339
MSTRG.16664.1	249
MSTRG.16589.4	879
MSTRG.16393.2	359
MSTRG.15551.9	504
MSTRG.15323.1	206
MSTRG.16171.1	519
MSTRG.15504.1	623
MSTRG.15595.1	1552
MSTRG.16439.5	964
MSTRG.15935.2	582
MSTRG.16456.1	238
MSTRG.16439.14	1225
MSTRG.15481.1	298
MSTRG.15720.1	979
MSTRG.16147.3	551
MSTRG.15970.1	270
MSTRG.16451.1	511
MSTRG.15403.1	639
MSTRG.16308.1	1128
MSTRG.16589.2	527
MSTRG.15015.1	251
MSTRG.15707.1	497
MSTRG.15560.1	362
MSTRG.16147.4	272
MSTRG.16420.1	451
MSTRG.16439.13	336
MSTRG.15772.1	211
MSTRG.16419.1	706
MSTRG.15486.1	496
MSTRG.16332.1	255
MSTRG.16589.3	637
MSTRG.16631.1	727
MSTRG.15017.1	531
MSTRG.15559.1	430
MSTRG.16439.15	565
MSTRG.15419.7	537
MSTRG.15951.2	645
MSTRG.16441.2	1515
MSTRG.15042.2	311
MSTRG.15657.1	623
MSTRG.15862.1	364
MSTRG.16451.2	392
MSTRG.16095.2	295
MSTRG.15485.2	348
MSTRG.16790.1	455
MSTRG.15248.3	575
MSTRG.15786.1	511
MSTRG.15042.1	435
MSTRG.16439.6	466
MSTRG.16395.1	209
MSTRG.16439.7	833
MSTRG.16137.3	335
MSTRG.15044.2	362
MSTRG.16615.1	245
MSTRG.16042.16	758
MSTRG.15995.1	233
MSTRG.15513.1	251
MSTRG.15882.1	551
MSTRG.16668.1	268
MSTRG.15835.1	1549
MSTRG.16079.1	679
MSTRG.16715.1	222
MSTRG.15866.2	481
MSTRG.16439.11	365
MSTRG.16095.1	816
MSTRG.15059.1	1373
MSTRG.16264.2	346
MSTRG.16282.1	1385
MSTRG.15667.1	1377
MSTRG.16440.6	283
MSTRG.15000.1	1217
MSTRG.15867.1	336
MSTRG.15051.1	633
MSTRG.16330.1	302
MSTRG.16789.1	297
MSTRG.15815.2	340
MSTRG.16116.1	516
MSTRG.15568.2	326
MSTRG.15363.1	359
MSTRG.16634.1	607
MSTRG.15959.2	250
MSTRG.16740.2	245
MSTRG.16137.1	326
MSTRG.16624.1	812
MSTRG.15173.1	1205
MSTRG.16359.3	649
MSTRG.16825.1	589
MSTRG.16094.1	1178
MSTRG.15814.1	482
MSTRG.16885.1	212
MSTRG.15596.1	211
MSTRG.15607.1	1019
MSTRG.15788.1	786
MSTRG.15567.1	583
MSTRG.16453.1	478
MSTRG.16645.2	370
MSTRG.15964.1	613
MSTRG.15993.1	204
MSTRG.15151.1	1183
MSTRG.15542.1	410
MSTRG.16652.1	716
MSTRG.15591.1	1555
MSTRG.16078.4	663
MSTRG.15485.3	248
MSTRG.15610.1	264
MSTRG.15256.1	310
MSTRG.16159.1	1310
MSTRG.15520.1	1252
MSTRG.16726.1	982
MSTRG.15169.1	657
MSTRG.16047.1	200
MSTRG.15831.1	713
MSTRG.15049.2	465
MSTRG.16029.1	572
MSTRG.15082.1	502
MSTRG.15025.1	1583
MSTRG.17781.1	405
MSTRG.17952.4	852
MSTRG.17402.7	707
MSTRG.17808.1	592
MSTRG.17977.7	496
MSTRG.17036.1	1029
MSTRG.17879.1	357
MSTRG.18118.1	213
MSTRG.17506.1	1066
MSTRG.17397.1	590
MSTRG.18232.1	266
MSTRG.17902.2	702
MSTRG.17782.1	263
MSTRG.17583.1	267
MSTRG.17105.2	900
MSTRG.17987.11	895
MSTRG.17936.1	227
MSTRG.17940.1	860
MSTRG.17105.3	567
MSTRG.18286.1	1385
MSTRG.17422.1	240
MSTRG.17694.1	331
MSTRG.17402.4	1336
MSTRG.17858.1	208
MSTRG.17672.1	215
MSTRG.18337.1	473
MSTRG.17490.1	634
MSTRG.17954.1	242
MSTRG.17064.1	224
MSTRG.17019.1	326
MSTRG.18340.1	390
MSTRG.17618.2	626
MSTRG.17214.1	357
MSTRG.16905.1	210
MSTRG.18255.1	252
MSTRG.16904.3	574
MSTRG.17332.1	1185
MSTRG.18193.1	831
MSTRG.17220.1	1647
MSTRG.17007.2	535
MSTRG.16971.1	660
MSTRG.17397.2	761
MSTRG.16904.2	603
MSTRG.17132.2	995
MSTRG.17359.1	383
MSTRG.17977.6	525
MSTRG.18063.1	278
MSTRG.16979.1	979
MSTRG.17364.1	234
MSTRG.18347.1	384
MSTRG.17168.1	488
MSTRG.18342.5	477
MSTRG.17974.1	240
MSTRG.18400.1	467
MSTRG.17170.1	809
MSTRG.17270.3	1239
MSTRG.17270.2	1324
MSTRG.18187.1	460
MSTRG.17246.1	306
MSTRG.17041.1	1938
MSTRG.17925.1	486
MSTRG.17341.1	434
MSTRG.17675.1	972
MSTRG.17965.1	434
MSTRG.18346.1	333
MSTRG.17942.1	254
MSTRG.17397.3	526
MSTRG.18264.1	386
MSTRG.17270.4	1343
MSTRG.17995.1	883
MSTRG.17298.1	418
MSTRG.17973.1	507
MSTRG.17170.2	515
MSTRG.18315.1	1375
MSTRG.18343.2	587
MSTRG.17119.1	239
MSTRG.17977.5	231
MSTRG.16980.1	257
MSTRG.17996.1	689
MSTRG.16953.9	1678
MSTRG.17714.1	489
MSTRG.17063.2	243
MSTRG.17258.10	217
MSTRG.17242.1	699
MSTRG.17458.1	351
MSTRG.17373.1	709
MSTRG.17610.1	246
MSTRG.18375.1	280
MSTRG.16945.1	2012
MSTRG.18384.1	279
MSTRG.17382.1	330
MSTRG.17977.3	638
MSTRG.17390.2	888
MSTRG.17353.1	816
MSTRG.17286.1	1541
MSTRG.18343.1	559
MSTRG.17039.1	214
MSTRG.16958.2	453
MSTRG.17080.2	740
MSTRG.17217.4	591
MSTRG.17214.2	328
MSTRG.17268.1	475
MSTRG.18199.1	514
MSTRG.17508.1	401
MSTRG.17953.2	226
MSTRG.17509.3	541
MSTRG.17378.2	1887
MSTRG.17397.5	382
MSTRG.17813.31	228
MSTRG.18045.1	805
MSTRG.18010.1	395
MSTRG.18146.1	419
MSTRG.17510.1	206
MSTRG.18336.1	645
MSTRG.17641.1	691
MSTRG.17149.1	578
MSTRG.17218.1	217
MSTRG.16902.2	947
MSTRG.16992.1	790
MSTRG.16950.5	941
MSTRG.17976.1	1196
MSTRG.16989.6	337
MSTRG.17080.1	747
MSTRG.17397.4	313
MSTRG.18096.1	909
MSTRG.17249.1	314
MSTRG.17390.3	1585
MSTRG.17977.4	323
MSTRG.17353.2	569
MSTRG.18213.1	851
MSTRG.17579.1	302
MSTRG.18233.1	301
MSTRG.17972.1	467
MSTRG.17970.1	350
MSTRG.17849.1	849
MSTRG.18274.1	777
MSTRG.17841.1	392
MSTRG.18308.1	683
MSTRG.17397.6	1033
MSTRG.18097.1	380
MSTRG.17981.1	941
MSTRG.18406.16	1503
MSTRG.17700.1	257
MSTRG.18282.1	221
MSTRG.17902.1	703
MSTRG.18321.1	659
MSTRG.17547.1	584
MSTRG.18342.4	598
MSTRG.18348.1	238
MSTRG.17952.3	509
MSTRG.17955.2	303
MSTRG.17465.1	712
MSTRG.16975.1	218
MSTRG.17940.2	329
MSTRG.17384.1	517
MSTRG.17977.10	384
MSTRG.17643.1	272
MSTRG.18051.1	283
MSTRG.17393.2	1630
MSTRG.17007.1	591
MSTRG.18350.1	487
MSTRG.17750.4	1733
MSTRG.17402.5	1428
MSTRG.17689.9	279
MSTRG.18185.1	784
MSTRG.17932.1	757
MSTRG.18293.1	287
MSTRG.17402.8	2925
MSTRG.18405.1	1067
MSTRG.17402.6	528
MSTRG.17026.1	922
MSTRG.17430.1	809
MSTRG.17379.1	1115
MSTRG.17823.1	807
MSTRG.17237.1	473
MSTRG.18394.1	645
MSTRG.17360.14	799
MSTRG.18330.1	520
MSTRG.18132.1	999
MSTRG.17402.3	1360
MSTRG.17063.1	521
MSTRG.18415.1	665
MSTRG.18620.11	443
MSTRG.18444.1	211
MSTRG.18454.1	693
MSTRG.18482.1	992
MSTRG.18591.1	684
MSTRG.18588.1	520
MSTRG.18620.3	880
MSTRG.18517.1	226
MSTRG.18554.1	239
MSTRG.18412.1	927
MSTRG.18459.1	255
MSTRG.18438.1	369
MSTRG.18415.2	395
MSTRG.18553.2	405
MSTRG.18566.1	1155
MSTRG.18516.1	1003
MSTRG.18460.1	672
MSTRG.18620.5	236
MSTRG.18441.1	321
MSTRG.18592.2	620
MSTRG.18620.1	854
MSTRG.18620.16	408
MSTRG.18465.1	323
MSTRG.18633.1	514
MSTRG.18620.2	876
MSTRG.18620.4	310
MSTRG.18473.1	527
MSTRG.18620.17	327
MSTRG.18466.1	647
MSTRG.18620.7	319
MSTRG.18442.1	422
MSTRG.18617.1	374
MSTRG.18655.1	502
MSTRG.18649.1	1039
MSTRG.18620.15	407
MSTRG.18463.1	323
MSTRG.18456.4	207
MSTRG.18479.1	228
MSTRG.18553.1	1009
MSTRG.18593.5	575
MSTRG.18915.1	256
MSTRG.19334.1	687
MSTRG.18689.2	348
MSTRG.19912.1	207
MSTRG.19161.1	1035
MSTRG.18858.1	873
MSTRG.19283.1	641
MSTRG.18707.1	259
MSTRG.19030.1	941
MSTRG.19377.2	221
MSTRG.19880.1	453
MSTRG.19419.2	1738
MSTRG.19988.1	1058
MSTRG.19841.1	282
MSTRG.19455.1	556
MSTRG.18688.1	872
MSTRG.18952.1	258
MSTRG.19313.2	388
MSTRG.19946.1	471
MSTRG.19886.1	259
MSTRG.19617.1	925
MSTRG.19809.1	1081
MSTRG.19212.1	396
MSTRG.19118.1	283
MSTRG.19343.1	1248
MSTRG.19395.5	730
MSTRG.19693.1	224
MSTRG.19407.1	1202
MSTRG.19895.1	284
MSTRG.19948.1	2222
MSTRG.20017.1	576
MSTRG.19008.1	269
MSTRG.18867.2	579
MSTRG.19187.4	1594
MSTRG.19567.1	521
MSTRG.19197.2	764
MSTRG.19187.2	1654
MSTRG.19894.1	320
MSTRG.18923.1	459
MSTRG.20017.2	832
MSTRG.19187.1	2235
MSTRG.18948.2	214
MSTRG.18742.1	506
MSTRG.19175.2	257
MSTRG.18686.1	253
MSTRG.19199.1	563
MSTRG.19187.3	1632
MSTRG.19396.1	450
MSTRG.19789.1	206
MSTRG.19116.1	668
MSTRG.19313.3	454
MSTRG.19164.1	500
MSTRG.18900.1	418
MSTRG.19312.1	1136
MSTRG.19916.1	686
MSTRG.18787.1	627
MSTRG.19147.1	679
MSTRG.19312.4	246
MSTRG.19655.1	977
MSTRG.19241.1	206
MSTRG.20064.1	304
MSTRG.19080.1	640
MSTRG.18918.1	650
MSTRG.19234.1	751
MSTRG.19447.1	814
MSTRG.19449.2	343
MSTRG.18966.1	1627
MSTRG.19787.1	256
MSTRG.19896.1	1013
MSTRG.19431.2	447
MSTRG.19535.1	415
MSTRG.18934.1	203
MSTRG.19378.1	234
MSTRG.19842.1	581
MSTRG.19757.1	615
MSTRG.19324.1	232
MSTRG.18741.1	523
MSTRG.19103.1	510
MSTRG.19861.5	239
MSTRG.19797.1	735
MSTRG.19885.1	209
MSTRG.19009.1	238
MSTRG.19788.1	607
MSTRG.18948.1	284
MSTRG.18867.1	851
MSTRG.19622.1	240
MSTRG.19792.2	443
MSTRG.19086.1	598
MSTRG.19453.1	237
MSTRG.19765.1	400
MSTRG.20042.1	498
MSTRG.19863.1	1850
MSTRG.18684.1	267
MSTRG.18719.1	903
MSTRG.19899.1	247
MSTRG.19417.2	1300
MSTRG.19879.1	470
MSTRG.19379.1	222
MSTRG.18767.2	921
MSTRG.19471.1	361
MSTRG.18744.1	355
MSTRG.19903.1	1045
MSTRG.18948.3	231
MSTRG.19146.1	311
MSTRG.19058.2	551
MSTRG.19040.1	391
MSTRG.19855.1	614
MSTRG.19761.1	238
MSTRG.19586.1	908
MSTRG.19449.1	225
MSTRG.19154.1	579
MSTRG.19457.1	234
MSTRG.20035.1	535
MSTRG.19450.1	512
MSTRG.19877.1	333
MSTRG.19153.1	366
MSTRG.18700.1	684
MSTRG.19135.1	387
MSTRG.19792.1	275
MSTRG.19889.1	298
MSTRG.19490.1	1383
MSTRG.19900.1	298
MSTRG.20036.12	298
MSTRG.19297.1	226
MSTRG.19064.1	308
MSTRG.19960.2	729
MSTRG.20039.1	479
MSTRG.18689.1	636
MSTRG.19270.62	699
MSTRG.18780.1	510
MSTRG.19699.1	646
MSTRG.19639.1	432
MSTRG.18987.1	726
MSTRG.20050.1	745
MSTRG.19146.2	325
MSTRG.19935.1	299
MSTRG.18803.1	502
MSTRG.19143.1	542
MSTRG.19889.2	641
MSTRG.18799.1	637
MSTRG.19308.1	363
MSTRG.19966.1	238
MSTRG.19514.1	937
MSTRG.19843.3	258
MSTRG.19312.3	251
MSTRG.18781.1	976
MSTRG.18771.1	243
MSTRG.18736.1	865
MSTRG.18908.1	569
MSTRG.20064.2	208
MSTRG.19679.1	571
MSTRG.19610.4	546
MSTRG.19457.2	234
MSTRG.18884.2	485
MSTRG.19862.1	373
MSTRG.19295.2	334
MSTRG.19416.1	2841
MSTRG.19417.1	604
MSTRG.19278.1	1611
MSTRG.19088.1	286
MSTRG.19395.4	801
MSTRG.19669.1	923
MSTRG.19321.1	492
MSTRG.19298.1	298
MSTRG.18687.1	769
MSTRG.18994.1	355
MSTRG.20001.1	737
MSTRG.19529.1	241
MSTRG.19219.1	696
MSTRG.19002.1	919
MSTRG.18770.1	647
MSTRG.19523.1	311
MSTRG.19433.1	690
MSTRG.19313.1	501
MSTRG.19455.2	504
MSTRG.19831.1	314
MSTRG.19798.1	256
MSTRG.20085.1	221
MSTRG.19780.1	222
MSTRG.22142.1	294
MSTRG.21860.1	835
MSTRG.21800.1	342
MSTRG.22214.1	577
MSTRG.20481.3	1101
MSTRG.22216.2	354
MSTRG.22190.1	217
MSTRG.21104.1	259
MSTRG.20927.2	244
MSTRG.21368.2	438
MSTRG.22013.1	1240
MSTRG.20919.2	1106
MSTRG.21567.1	212
MSTRG.20688.1	736
MSTRG.20749.1	282
MSTRG.20358.1	519
MSTRG.20497.2	1132
MSTRG.21141.1	364
MSTRG.20510.1	481
MSTRG.21298.1	206
MSTRG.22216.1	673
MSTRG.21562.1	309
MSTRG.21000.1	572
MSTRG.20402.1	532
MSTRG.22199.1	538
MSTRG.20250.1	422
MSTRG.20459.2	357
MSTRG.21801.1	498
MSTRG.20459.4	357
MSTRG.20459.8	264
MSTRG.21525.1	443
MSTRG.22182.1	504
MSTRG.21387.1	258
MSTRG.21859.2	665
MSTRG.22118.1	505
MSTRG.21958.1	544
MSTRG.21304.1	420
MSTRG.22148.2	367
MSTRG.22335.3	625
MSTRG.20932.1	418
MSTRG.20807.1	848
MSTRG.21373.1	1651
MSTRG.21077.1	204
MSTRG.20509.6	437
MSTRG.21279.1	607
MSTRG.20248.1	476
MSTRG.22042.2	518
MSTRG.22355.1	200
MSTRG.20545.5	1035
MSTRG.21302.1	287
MSTRG.22110.1	720
MSTRG.21760.1	909
MSTRG.20927.1	345
MSTRG.20256.1	599
MSTRG.20230.2	805
MSTRG.20747.1	542
MSTRG.22170.1	664
MSTRG.21861.1	245
MSTRG.20120.1	292
MSTRG.20636.1	729
MSTRG.21770.1	224
MSTRG.21046.1	235
MSTRG.21301.1	204
MSTRG.20125.1	483
MSTRG.21489.1	225
MSTRG.21570.1	1119
MSTRG.21918.1	265
MSTRG.21599.3	511
MSTRG.22116.1	204
MSTRG.20125.2	354
MSTRG.22067.1	246
MSTRG.21778.1	385
MSTRG.22123.1	305
MSTRG.21766.1	264
MSTRG.20459.5	370
MSTRG.21196.1	201
MSTRG.21759.1	910
MSTRG.21632.1	458
MSTRG.21905.1	319
MSTRG.20901.1	303
MSTRG.20986.1	454
MSTRG.21631.1	799
MSTRG.21073.1	743
MSTRG.21985.1	731
MSTRG.20715.1	697
MSTRG.21216.1	968
MSTRG.21178.1	730
MSTRG.21859.3	1503
MSTRG.21830.1	206
MSTRG.21859.5	725
MSTRG.20269.1	790
MSTRG.22226.1	403
MSTRG.22042.1	844
MSTRG.20456.2	224
MSTRG.21952.1	282
MSTRG.20358.2	581
MSTRG.21686.1	215
MSTRG.20151.1	906
MSTRG.21294.1	1195
MSTRG.20459.6	331
MSTRG.20288.1	588
MSTRG.20454.1	445
MSTRG.21740.1	262
MSTRG.20459.1	396
MSTRG.20545.2	1067
MSTRG.22113.1	234
MSTRG.20962.1	513
MSTRG.21393.1	376
MSTRG.20481.5	463
MSTRG.22348.1	844
MSTRG.22287.1	297
MSTRG.21838.1	561
MSTRG.22129.1	225
MSTRG.22018.1	834
MSTRG.20456.1	288
MSTRG.20924.1	227
MSTRG.21781.1	433
MSTRG.22303.1	1163
MSTRG.22037.1	491
MSTRG.21055.1	705
MSTRG.22114.1	985
MSTRG.22312.1	443
MSTRG.20294.1	1014
MSTRG.22205.1	825
MSTRG.20405.1	276
MSTRG.21926.1	1859
MSTRG.21772.1	390
MSTRG.21074.1	260
MSTRG.21280.1	257
MSTRG.20741.1	598
MSTRG.20458.2	230
MSTRG.20400.1	297
MSTRG.21761.1	241
MSTRG.21336.3	320
MSTRG.21886.1	259
MSTRG.20452.1	354
MSTRG.21636.1	535
MSTRG.21860.2	954
MSTRG.22399.1	349
MSTRG.20879.1	657
MSTRG.22124.1	471
MSTRG.22123.2	212
MSTRG.21030.1	1573
MSTRG.22165.1	489
MSTRG.20588.1	443
MSTRG.22228.1	504
MSTRG.21374.1	552
MSTRG.22128.1	482
MSTRG.21802.1	795
MSTRG.21840.1	1227
MSTRG.21133.1	238
MSTRG.20459.7	251
MSTRG.20949.3	477
MSTRG.21824.1	360
MSTRG.20234.1	430
MSTRG.20748.1	222
MSTRG.22356.1	206
MSTRG.22229.1	783
MSTRG.22371.1	873
MSTRG.20125.3	357
MSTRG.21111.1	325
MSTRG.22231.2	643
MSTRG.22348.3	805
MSTRG.21296.1	483
MSTRG.21306.1	416
MSTRG.20545.4	914
MSTRG.22112.1	231
MSTRG.20730.1	380
MSTRG.20247.1	236
MSTRG.21996.1	1817
MSTRG.21898.2	1449
MSTRG.21643.1	204
MSTRG.20929.1	672
MSTRG.20458.1	225
MSTRG.22010.1	247
MSTRG.22122.1	848
MSTRG.21949.1	260
MSTRG.22005.1	248
MSTRG.20543.1	228
MSTRG.21991.2	345
MSTRG.22223.1	308
MSTRG.22335.1	727
MSTRG.21763.1	373
MSTRG.20316.1	454
MSTRG.21652.1	267
MSTRG.21803.1	822
MSTRG.20973.1	311
MSTRG.20760.1	263
MSTRG.22315.1	505
MSTRG.21574.2	953
MSTRG.21834.1	685
MSTRG.21609.1	251
MSTRG.21860.3	845
MSTRG.21288.1	1153
MSTRG.21080.2	756
MSTRG.20604.6	482
MSTRG.20486.1	202
MSTRG.22231.1	599
MSTRG.20472.1	259
MSTRG.20977.2	244
MSTRG.21094.1	220
MSTRG.20458.3	221
MSTRG.21463.1	319
MSTRG.21056.1	446
MSTRG.21272.1	234
MSTRG.20435.1	359
MSTRG.20949.1	563
MSTRG.20545.3	1115
MSTRG.21168.1	307
MSTRG.22205.2	656
MSTRG.22335.2	625
MSTRG.20669.1	547
MSTRG.20323.1	217
MSTRG.21074.3	260
MSTRG.20587.1	231
MSTRG.21922.1	235
MSTRG.20550.1	386
MSTRG.22205.3	832
MSTRG.21368.1	505
MSTRG.20615.1	1384
MSTRG.22173.1	292
MSTRG.22213.1	728
MSTRG.22069.1	950
MSTRG.21859.1	1112
MSTRG.21798.1	301
MSTRG.22104.1	456
MSTRG.21447.1	354
MSTRG.20547.1	505
MSTRG.20459.3	357
MSTRG.22046.1	302
MSTRG.21845.1	465
MSTRG.20448.2	235
MSTRG.21665.1	231
MSTRG.20784.1	558
MSTRG.21799.1	269
MSTRG.21857.1	483
MSTRG.22341.1	329
MSTRG.22127.1	383
MSTRG.22348.2	840
MSTRG.21859.4	340
MSTRG.21641.1	1095
MSTRG.20545.1	1081
MSTRG.21289.1	495
MSTRG.21946.1	388
MSTRG.21550.1	662
MSTRG.20232.1	345
MSTRG.22186.1	428
MSTRG.20802.1	430
MSTRG.20247.2	689
MSTRG.20126.2	577
MSTRG.22115.1	805
MSTRG.22102.1	652
MSTRG.21571.2	1270
MSTRG.21804.1	498
MSTRG.20486.2	202
MSTRG.22450.1	621
MSTRG.22432.1	224
MSTRG.22434.4	269
MSTRG.22434.5	242
MSTRG.22425.1	444
MSTRG.22434.2	236
MSTRG.22434.1	335
MSTRG.22428.2	223
MSTRG.22434.3	436
MSTRG.22435.1	488
MSTRG.22435.2	493
MSTRG.22438.1	441
MSTRG.22430.1	353
MSTRG.22429.2	657
MSTRG.22428.1	214
MSTRG.22438.2	440
MSTRG.22429.1	495
MSTRG.22425.2	444
MSTRG.22433.1	621
MSTRG.22509.4	1541
MSTRG.22498.1	419
MSTRG.22499.4	374
MSTRG.22509.3	1567
MSTRG.22509.2	1567
MSTRG.22506.1	366
MSTRG.22497.1	1018
MSTRG.22456.1	383
MSTRG.22515.2	1008
MSTRG.22584.1	797
MSTRG.22610.1	1167
MSTRG.22594.1	654
MSTRG.22570.1	440
MSTRG.22604.1	349
MSTRG.22570.2	331
MSTRG.22552.1	327
MSTRG.22714.2	1087
MSTRG.22645.1	425
MSTRG.22648.2	344
MSTRG.22698.1	670
MSTRG.22618.1	468
MSTRG.22665.1	234
MSTRG.22707.1	296
MSTRG.22696.2	296
MSTRG.22622.2	1010
MSTRG.22714.1	341
MSTRG.22695.1	657
MSTRG.22630.1	209
MSTRG.22706.1	262
MSTRG.22632.1	860
MSTRG.22646.1	283
MSTRG.22823.1	519
MSTRG.22681.1	511
MSTRG.22803.1	564
MSTRG.22754.1	1118
MSTRG.22835.2	1135
MSTRG.22819.3	1413
MSTRG.22803.2	564
MSTRG.22835.1	1125
MSTRG.22784.2	705
MSTRG.22852.1	309
MSTRG.22758.1	1261
MSTRG.22819.4	1246
MSTRG.22779.1	232
MSTRG.22789.1	823
MSTRG.22740.1	400
MSTRG.22748.2	1427
MSTRG.22719.1	1111
MSTRG.22819.5	1070
MSTRG.22823.2	519
MSTRG.22925.1	755
MSTRG.22873.1	698
MSTRG.22848.1	275
MSTRG.22865.3	836
MSTRG.22899.1	1119
MSTRG.22890.1	322
MSTRG.22920.1	395
MSTRG.22893.1	679
MSTRG.22897.1	1364
MSTRG.22871.1	1663
MSTRG.22868.1	2352
MSTRG.22865.2	988
MSTRG.22902.1	375
MSTRG.22942.1	398
MSTRG.22944.1	345
MSTRG.22969.1	335
MSTRG.23006.2	1167
MSTRG.22981.1	648
MSTRG.22993.1	689
MSTRG.23046.1	514
MSTRG.23051.1	1052
MSTRG.23060.1	419
MSTRG.23067.1	671
MSTRG.23041.1	540
MSTRG.23065.1	300
MSTRG.23108.2	530
MSTRG.23127.1	766
MSTRG.23127.2	728
MSTRG.23108.3	422
MSTRG.23113.1	461
MSTRG.23088.1	695
MSTRG.23097.2	551
MSTRG.23097.1	475
MSTRG.23099.1	786
MSTRG.23092.1	1561
MSTRG.23127.3	665
MSTRG.23154.2	458
MSTRG.23160.3	482
MSTRG.23154.1	1003
MSTRG.23197.17	1030
MSTRG.23197.16	561
MSTRG.23163.3	390
MSTRG.23197.15	715
MSTRG.23153.1	668
MSTRG.23160.2	568
MSTRG.23140.1	226
MSTRG.23197.14	1210
MSTRG.23155.1	800
MSTRG.23194.2	343
MSTRG.23164.16	797
MSTRG.23197.10	1415
MSTRG.23229.2	218
MSTRG.23229.3	674
MSTRG.23229.1	520
MSTRG.23236.1	456
MSTRG.23356.1	621
MSTRG.23336.1	918
MSTRG.23278.3	722
MSTRG.23295.1	398
MSTRG.23305.1	668
MSTRG.23316.1	1924
MSTRG.23300.1	494
MSTRG.23299.2	259
MSTRG.23355.9	447
MSTRG.23349.1	330
MSTRG.23274.1	672
MSTRG.23433.1	565
MSTRG.23429.1	465
MSTRG.23362.1	409
MSTRG.23405.1	393
MSTRG.23396.1	524
MSTRG.23426.1	424
MSTRG.23461.1	623
MSTRG.23454.1	788
MSTRG.23477.1	1572
MSTRG.23476.1	332
MSTRG.23479.6	906
MSTRG.23481.1	271
MSTRG.23480.1	599
MSTRG.23534.1	587
MSTRG.23478.1	247
MSTRG.23509.1	269
MSTRG.23617.1	428
MSTRG.23583.1	478
MSTRG.23632.1	361
MSTRG.23547.1	448
MSTRG.23646.1	621
MSTRG.23599.3	652
MSTRG.23608.1	681
MSTRG.23562.1	300
MSTRG.23541.6	483
MSTRG.23635.1	261
MSTRG.23541.2	469
MSTRG.23541.5	529
MSTRG.23613.2	368
MSTRG.23541.3	424
MSTRG.23545.1	1139
MSTRG.23599.1	626
MSTRG.23564.1	1832
MSTRG.23599.2	480
MSTRG.23613.1	509
MSTRG.23665.1	288
MSTRG.23691.1	682
MSTRG.23708.1	349
MSTRG.23693.3	715
MSTRG.23697.6	1033
MSTRG.23710.1	358
MSTRG.23683.1	1032
MSTRG.23675.1	990
MSTRG.23689.1	435
MSTRG.23787.1	720
MSTRG.23742.1	254
MSTRG.23738.1	1461
MSTRG.23829.1	339
MSTRG.23787.2	716
MSTRG.23782.2	1221
MSTRG.23736.1	538
MSTRG.23806.1	382
MSTRG.23960.1	243
MSTRG.23864.1	784
MSTRG.23932.1	465
MSTRG.23863.1	801
MSTRG.23942.2	299
MSTRG.23904.1	458
MSTRG.23969.1	440
MSTRG.23862.1	270
MSTRG.23876.1	574
MSTRG.23983.1	1159
MSTRG.23993.1	503
MSTRG.23977.1	223
MSTRG.23997.4	367
MSTRG.24002.1	259
MSTRG.24148.2	317
MSTRG.24022.1	432
MSTRG.24136.1	999
MSTRG.24178.2	694
MSTRG.24138.1	265
MSTRG.24148.1	317
MSTRG.24160.1	556
MSTRG.24123.1	620
MSTRG.24130.1	449
MSTRG.24035.1	301
MSTRG.24062.1	232
MSTRG.24149.1	1189
MSTRG.24096.1	478
MSTRG.24048.1	524
MSTRG.24162.1	601
MSTRG.24104.1	455
MSTRG.24088.2	773
MSTRG.24158.1	366
MSTRG.24115.1	473
MSTRG.24137.1	609
MSTRG.24164.1	681
MSTRG.24116.1	305
MSTRG.24039.1	630
MSTRG.24221.1	840
MSTRG.24256.1	222
MSTRG.24288.1	207
MSTRG.24272.2	354
MSTRG.24325.1	410
MSTRG.24312.1	875
MSTRG.24258.3	433
MSTRG.24258.2	1041
MSTRG.24259.2	1037
MSTRG.24268.1	223
MSTRG.24276.1	337
MSTRG.24406.1	1578
MSTRG.24363.1	410
MSTRG.24359.2	1328
MSTRG.24407.2	757
MSTRG.24362.1	388
MSTRG.24407.3	595
MSTRG.24359.4	1183
MSTRG.24393.1	298
MSTRG.24353.2	567
MSTRG.24359.3	1367
MSTRG.24353.1	648
MSTRG.24404.1	436
MSTRG.24407.1	723
MSTRG.24381.2	1252
MSTRG.24350.1	718
MSTRG.24381.5	1163
MSTRG.24359.1	1478
MSTRG.24391.1	366
MSTRG.24448.1	226
MSTRG.24519.2	817
MSTRG.24487.1	291
MSTRG.24518.1	721
MSTRG.24457.1	449
MSTRG.24492.1	1502
MSTRG.24533.1	311
MSTRG.24642.3	284
MSTRG.24558.1	217
MSTRG.24681.1	205
MSTRG.24510.1	203
MSTRG.24537.1	450
MSTRG.24683.1	389
MSTRG.24524.1	289
MSTRG.24561.1	827
MSTRG.24745.1	217
MSTRG.24562.1	317
MSTRG.24548.1	201
MSTRG.24561.2	773
MSTRG.24522.1	1099
MSTRG.24561.3	587
MSTRG.24708.1	241
MSTRG.24722.1	264
MSTRG.24614.1	1273
MSTRG.24744.1	502
MSTRG.24690.1	204
MSTRG.24560.8	434
MSTRG.24650.1	873
MSTRG.24849.2	855
MSTRG.24821.1	802
